loan_percent_income,loan_grade_D,loan_int_rate,person_home_ownership_RENT,loan_grade_E,cb_person_default_on_file,loan_amnt,person_home_ownership_OWN,person_income,loan_status
3.859830816977135,1.0,1.6392212657777752,1.0,0.0,1,4.317304292021511,0.0,0.051882555187386846,1
-0.7020756132410703,0.0,0.05121773192213206,0.0,0.0,0,-1.3749196406115969,1.0,-1.8248471236409938,0
3.673630554519249,0.0,0.6141780010963658,0.0,0.0,0,-0.6215370612925091,0.0,-1.8248471236409938,1
3.301230029603478,0.0,1.3821469232068821,1.0,0.0,0,4.317304292021511,0.0,0.2988206708227001,1
3.487430292061364,0.0,1.0697527853992144,1.0,0.0,1,4.317304292021511,0.0,-0.12287364972375792,1
0.6944263551930743,0.0,-1.2504245089431496,0.0,0.0,0,-1.123792114171901,1.0,-1.8134499798424408,1
2.5564289797719337,0.0,0.4677432489990219,1.0,0.0,0,4.317304292021511,0.0,0.739510231033413,1
2.4633288485429907,0.0,0.041455415115642075,1.0,0.0,0,4.317304292021511,0.0,0.810020560667127,1
2.2771285860851047,0.0,-0.6777019229624256,1.0,0.0,0,4.317304292021511,0.0,0.9636540590716204,1
-0.14347482586741245,1.0,1.2226957487008852,0.0,0.0,0,-1.2744686300357186,1.0,-1.80965093190959,1
2.1840284548561617,0.0,-0.19934839944443505,1.0,0.0,0,4.317304292021511,0.0,1.0396350177286398,1
2.5564289797719337,0.0,-0.765562774220832,0.0,0.0,0,-0.7889554122523064,1.0,-1.80965093190959,1
1.81162792994039,0.0,-1.003112483178746,1.0,0.0,0,4.317304292021511,0.0,1.4195398110137372,1
1.346127273795675,0.0,2.4104442934904546,1.0,1.0,0,4.317304292021511,0.0,1.9194945189769252,1
1.159927011337789,0.0,-1.003112483178746,1.0,0.0,0,4.317304292021511,0.0,2.1793493975839318,0
1.0668268801088459,0.0,-1.003112483178746,1.0,0.0,0,4.317304292021511,0.0,2.3693017942264802,0
1.346127273795675,0.0,3.0157079354928102,1.0,0.0,0,4.317304292021511,0.0,1.3097853162336726,1
1.253027142566732,1.0,2.3648868150601694,1.0,0.0,0,4.317304292021511,0.0,2.1033684389269123,1
-0.14347482586741245,0.0,0.002406147889683889,0.0,0.0,0,-1.249355877391749,0.0,-1.7792585484467822,1
3.2081298983745343,1.0,2.1468617397152343,1.0,0.0,0,4.149885941061714,0.0,0.2798254311584452,1
-0.3296750883252983,0.0,-1.2016129249107015,0.0,0.0,0,-1.2912104651316982,1.0,-1.7724202621676504,0
2.2771285860851047,1.0,1.1576136366576208,1.0,0.0,1,4.141515023513724,0.0,0.8496826210860912,1
2.9288295046877053,0.0,0.5523499946552651,1.0,0.0,0,3.982467590101917,0.0,0.38414728739453297,1
2.2771285860851047,0.0,2.1989274293498458,0.0,1.0,1,-0.7763990359303216,0.0,-1.7716604525810802,1
-0.4227752195542413,0.0,-0.5410294876715711,0.0,0.0,0,-1.307952300227678,1.0,-1.7716604525810802,0
3.0219296359166483,0.0,-0.32300441232663646,1.0,0.0,0,3.898758414622018,0.0,0.2798254311584452,1
1.6254276674825037,0.0,0.6044156842898765,0.0,0.0,1,-0.872664587732205,0.0,-1.7568821561222898,1
-0.050374694638469386,0.0,0.044709520717805214,0.0,0.0,0,-1.2075012896517996,1.0,-1.751905403330255,1
0.8806266176509604,0.0,-1.4196380002556361,1.0,0.0,0,3.8150492391421196,0.0,2.3693017942264802,0
1.439227405024618,0.0,1.0372117293775824,1.0,0.0,1,3.656001805730312,0.0,1.4195398110137372,1
0.3220258302773023,0.0,-1.130022601663111,0.0,0.0,0,-1.123792114171901,1.0,-1.7336699732525704,1
4.232231341892907,0.0,2.4104442934904546,1.0,1.0,0,3.480212537222525,0.0,-0.36601271742622016,1
2.7426292422298193,1.0,1.1576136366576208,1.0,0.0,1,3.480212537222525,0.0,0.2418349518299355,1
2.090928323627219,1.0,1.9223284531659741,1.0,0.0,1,3.480212537222525,0.0,0.6597302244435426,1
2.2771285860851047,1.0,0.002406147889683889,1.0,0.0,0,3.480212537222525,0.0,0.5267635467937585,1
2.1840284548561617,0.0,2.2802800694039256,1.0,1.0,0,3.480212537222525,0.0,0.16775351713934153,1
0.3220258302773023,0.0,0.5556041002574282,0.0,0.0,0,-1.123792114171901,1.0,-1.7336699732525704,1
1.81162792994039,0.0,-1.1365308128674374,1.0,0.0,0,3.480212537222525,0.0,0.8758960518227629,1
1.904728061169333,0.0,0.5556041002574282,1.0,0.0,0,3.480212537222525,0.0,0.32921305428550784,1
1.532327536253561,0.0,-1.4196380002556361,1.0,0.0,0,3.480212537222525,0.0,1.192660668463877,1
1.904728061169333,1.0,0.002406147889683889,1.0,0.0,1,3.480212537222525,0.0,0.7737016624290717,1
1.904728061169333,0.0,2.4852887223402083,1.0,0.0,1,3.480212537222525,0.0,0.7737016624290717,1
1.439227405024618,0.0,1.3821469232068821,1.0,0.0,1,3.480212537222525,0.0,1.305720334945522,1
1.253027142566732,0.0,-0.10823344258386498,1.0,0.0,0,3.480212537222525,0.0,1.4955207696707566,1
